age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date,loan_default
26,92736.92,623,9507.59,38.08,6,1,3857.02,5,26932.18,Female,Part-Time,High School,Home,West,Married,2019,36,5/08/2019,1
23,107867.75,645,13014.47,50.58,5,14.2,3905.02,6,36837.66,Male,Full-Time,High School,Personal,East,Single,2017,84,17/03/2017,1
33,13967.46,735,11101.03,26.51,4,,,9,3037.92,Female,Full-Time,,Personal,South,Widowed,2020,36,23/02/2020,0
46,70158.13,632,39914.43,11.16,2,1.2,3399.5,3,15168.84,Female,Retired,Bachelor,Education,East,Married,2018,60,2/11/2018,0
20,64677.49,683,15894.79,5.94,2,2.7,9085.99,3,13285.08,Male,Full-Time,Master,Personal,North,Divorced,2021,12,28/04/2021,0
53,49407.07,850,17321.07,17.8,1,5.9,3323.32,5,10731.1,Female,Full-Time,Master,Business,West,Divorced,2023,60,7/10/2023,0
36,16950.86,625,9991.36,7.95,4,0.2,10244.18,7,4036.76,Female,Full-Time,,Personal,East,Married,2024,36,5/07/2024,0
20,28231.29,700,24140.02,9.35,1,2,3049.63,8,7904.47,Male,Full-Time,PhD,Personal,North,Married,2020,24,23/04/2020,0
36,26361.29,727,8304.15,4.85,3,5.2,2174.67,2,9251.46,Male,Part-Time,PhD,Home,North,Married,2014,84,18/08/2014,0
50,128284.17,524,11101.72,10.61,1,7.1,854.2,2,22061.22,Male,Unemployed,High School,Car,East,Married,2011,12,26/07/2011,0
57,161724.16,679,10615.49,3.1,5,1.5,4711.57,9,32896.37,Non-Binary,Unemployed,Bachelor,Home,East,Single,2017,84,14/12/2017,0
18,21206.56,659,20336.54,17.11,0,3.1,11195.4,3,4076.74,Male,Full-Time,Bachelor,Education,North,Divorced,2022,60,20/08/2022,0
28,24255.11,740,13427.84,20.61,3,18.3,292.65,1,5326.42,Male,Full-Time,Bachelor,Education,Central,Divorced,2020,24,27/01/2020,0
74,64545.35,709,9698.05,39.66,,10.5,8662.27,4,21862.96,Female,Self-Employed,Bachelor,Business,South,Married,2023,60,25/03/2023,0
42,55879.67,654,36543.24,65.45,2,1.7,22500.82,5,17360.05,Female,Part-Time,High School,Business,North,Married,2024,24,27/08/2024,0
67,42185.72,764,12116.7,38.12,3,3,24428.01,8,,Male,Part-Time,PhD,Education,South,Married,2011,60,18/04/2011,0
40,,589,10650.91,26.04,2,2,3358.93,7,14966.41,Male,Retired,,Business,East,Single,2011,36,11/02/2011,0
48,,606,5979.33,9.1,1,6.7,13022.06,5,2110.22,Non-Binary,Full-Time,Bachelor,Business,South,,2018,12,17/11/2018,0
24,45060.48,738,5611.78,10.42,3,5.6,8282.73,4,15884.45,Female,Self-Employed,Bachelor,Business,North,Married,2018,36,8/03/2018,0
33,48518.6,576,12380.02,21.19,6,4.7,6881.16,1,19135.05,Female,Full-Time,Bachelor,Car,South,Married,2018,24,1/04/2018,0
43,31496.69,819,17217.82,15.76,0,18.6,1254.53,0,,Female,Retired,,Personal,Central,Single,2020,60,27/08/2020,1
65,32625.01,567,21245.93,19.63,3,0.9,,2,6851.26,Female,Unemployed,Bachelor,Education,West,Married,2017,48,8/01/2017,1
74,,668,9020.51,24.56,0,1.1,15050.7,2,4780.98,Female,Full-Time,Bachelor,Car,South,Divorced,2018,12,19/04/2018,1
69,,755,6841.17,13.42,4,2,6470.22,7,8495.51,Male,Part-Time,Master,Home,East,,2013,48,11/06/2013,0
66,60841.76,694,4832.23,48.24,0,0.8,2323.25,1,15965.23,Male,Part-Time,Bachelor,Personal,West,Divorced,2012,48,26/02/2012,1
29,64491.57,682,6814.91,6.81,0,11.5,,4,16866.61,Male,Self-Employed,Master,Business,West,Married,2023,60,13/01/2023,1
22,20521.46,663,11104.35,14.69,0,6.9,16595.07,9,8134.44,Male,Full-Time,High School,Medical,Central,Widowed,2013,60,10/04/2013,0
54,55535.35,743,48843.93,35.39,5,1.8,23001.19,7,16878.78,Female,Self-Employed,Bachelor,Education,South,Married,2018,36,17/11/2018,1
49,42888.75,569,12489.89,24.86,0,0.6,15559.84,4,12318.22,Female,Unemployed,,Personal,South,Married,2017,36,7/06/2017,1
72,66147.15,579,23574.76,3.1,,3,19513.31,0,11653.93,Male,Retired,Master,Education,West,,2012,36,25/02/2012,0
26,41385.45,690,12709.13,14.07,0,7.7,587.78,0,8015.21,Male,Full-Time,Bachelor,Personal,South,Married,2010,60,16/08/2010,0
58,,727,11712.71,23.86,4,3.4,932.72,4,,Female,Retired,Master,Home,Central,Married,2020,48,7/07/2020,0
65,33930.66,682,6198.01,43.86,1,1.8,3771.37,0,8943.12,Male,Part-Time,Bachelor,Home,North,Married,2013,48,9/09/2013,0
20,22317.9,659,25141.82,37.42,3,25.4,29342.53,6,4977.38,Male,Retired,Master,Home,Central,Widowed,2013,84,13/12/2013,0
37,98986.31,510,12702.29,40.42,0,4.2,1113.11,1,29882.27,Male,Unemployed,Master,Education,East,Single,2012,84,26/10/2012,1
41,13282.2,658,9793.13,34.96,4,7.2,7474.97,5,3422.18,Male,Full-Time,High School,Home,West,Married,2020,60,22/07/2020,0
73,34448.92,732,6918.08,48.69,2,0.4,52736.01,7,7387.45,Male,Unemployed,Bachelor,Home,North,Married,2022,12,20/11/2022,1
41,80022.48,742,19353.75,49.05,5,0.8,4651.74,9,24579.66,Female,Self-Employed,Bachelor,Car,South,Married,2017,24,4/07/2017,1
69,156455.35,759,17248.4,43.4,1,0.4,2263.46,8,35183.17,Female,Full-Time,High School,Business,West,Married,2020,24,23/10/2020,1
28,35623.78,603,4106.43,57.36,3,6,31852.14,2,11340.04,Female,Full-Time,High School,Education,West,,2020,48,9/10/2020,1
66,31512.84,621,21210.78,15.94,,1.6,29455.62,0,6750.22,Female,Full-Time,,Car,West,Married,2022,48,23/07/2022,0
25,83226.87,490,7392.66,23.23,0,12.1,11420.48,5,30152.84,Female,Full-Time,Bachelor,Car,North,,2018,36,9/08/2018,1
55,33486.05,614,2927.18,41.57,4,2.2,5647.09,0,7916.43,Male,Self-Employed,Bachelor,Business,South,Married,2013,12,10/10/2013,0
57,37523.54,718,4598.97,71.61,6,7.4,14298.12,8,,Female,Full-Time,Bachelor,Home,West,Married,2024,48,13/03/2024,0
37,32005.49,709,21376.35,29.61,1,,8485.85,4,10218.76,Male,Full-Time,High School,Home,South,Single,2016,12,13/02/2016,0
52,18006.72,710,54573.12,28.13,4,2.1,567.4,3,5369.63,Female,Self-Employed,Bachelor,Car,West,Divorced,2017,60,22/01/2017,1
65,125217.9,624,15033.85,10.93,6,0.9,9414.49,4,45026.25,Female,Full-Time,High School,Education,North,Single,2023,48,26/06/2023,0
42,65711.41,674,4451.01,21.41,0,2,16133.12,1,,Female,Full-Time,Bachelor,Car,South,Married,2022,36,17/07/2022,0
46,54517.01,809,21041.58,44.83,0,4.4,5436.35,8,20470.91,Male,Self-Employed,Bachelor,Home,South,Married,2016,24,14/11/2016,0
35,43173.57,711,19160.51,43.45,6,9.8,5581.93,0,9633.67,Female,Full-Time,Bachelor,Home,West,Divorced,2016,36,16/05/2016,1
63,67360.25,813,17137.97,8.55,2,1.6,2081.07,2,16441.18,Female,Full-Time,Master,Car,North,,2022,36,26/02/2022,0
35,37751.04,814,36424.68,17.31,0,0.3,4152.95,5,6860.69,Male,Full-Time,Bachelor,Home,Central,Married,2012,84,28/09/2012,1
58,66514.94,532,20542.85,23.6,2,2.7,1821.44,6,13252.9,Male,Self-Employed,Bachelor,Business,North,Married,2014,36,7/08/2014,1
53,105631.78,688,41164.36,27,3,3.2,2017.8,8,24200.54,Male,Full-Time,Bachelor,Car,East,Divorced,2014,48,7/07/2014,0
50,39372.3,802,6892.3,7.67,2,0.4,13958.17,0,8323.13,Male,Part-Time,,Medical,North,Married,2013,36,25/02/2013,0
21,12415.79,689,8341.29,51.12,2,9.2,10932.44,7,2598.75,Female,Self-Employed,Bachelor,Business,West,,2020,48,17/06/2020,0
50,44369.62,518,32755.43,24.35,0,,8634.26,8,7416.83,Female,Full-Time,Bachelor,Home,West,Married,2022,36,15/10/2022,1
38,43107.5,678,8307.51,39.74,2,12.5,1583.64,0,8477.7,Male,Full-Time,High School,Education,West,Single,2023,36,27/08/2023,0
65,42769.83,531,17041.58,28.41,3,9.6,839.1,4,7645.52,Female,Retired,Bachelor,Business,Central,Married,2016,36,17/10/2016,1
37,29238.2,729,11916.24,35.36,4,1.4,,6,8890.37,Male,Part-Time,High School,Business,North,Single,2018,36,22/05/2018,1
73,21583.34,629,16138.85,63.76,6,2,6791.74,6,,Female,Full-Time,,Education,South,Divorced,2016,36,10/04/2016,1
25,49387.11,730,13306.23,55.92,1,9.8,1995.5,0,9022.15,Male,Self-Employed,High School,Medical,Central,Married,2017,36,3/09/2017,0
24,30923.09,743,5424.04,10.67,5,13.2,4483.87,7,9806.96,Male,Retired,,Personal,East,Married,2024,24,14/01/2024,0
34,56829.69,850,7061.39,20.22,6,,2302.72,1,19207.58,Female,Part-Time,Bachelor,Home,Central,Divorced,2023,48,17/05/2023,0
65,36885.26,664,3901.23,48.89,2,0.7,5927.25,6,7737.38,Male,Full-Time,PhD,Home,South,Married,2019,48,26/10/2019,1
39,70957.39,696,16186.91,19.59,5,1,1560.39,8,14673.7,Female,Self-Employed,High School,Personal,North,Single,2014,36,9/09/2014,0
72,97437.2,636,6369.37,36.69,1,4.3,1966.78,8,19846.85,Male,Full-Time,,Personal,East,Divorced,2011,12,22/07/2011,1
39,46975.58,781,14959.89,8.86,6,13,2434.32,6,14417.13,Female,Full-Time,Bachelor,Business,West,Married,2011,60,10/09/2011,0
55,52013.64,691,10661.4,12.11,1,2.3,7111.11,5,20663.33,Female,Retired,Master,Personal,East,Single,2012,12,6/07/2012,0
55,43278.34,637,14975.37,13.47,1,7.4,450.54,4,8598.06,Male,Full-Time,PhD,Home,South,Married,2019,60,3/09/2019,1
62,53364.45,717,20662.88,27.54,1,1.2,885.31,2,14001.81,Female,Full-Time,High School,Education,North,Married,2022,84,26/05/2022,0
68,33126.3,687,5435.37,30.21,2,4.4,35434.1,1,5802.24,Male,Full-Time,PhD,Home,South,,2022,48,11/06/2022,0
71,24819.66,665,24357.7,21.34,,0.7,59640.38,9,7493.85,Female,Part-Time,High School,Car,North,Widowed,2017,60,6/08/2017,0
25,,689,6044.49,33.92,3,4.2,1923.13,3,32804.15,Female,Retired,Bachelor,Medical,North,Married,2018,84,28/07/2018,0
44,55791.36,591,19462.98,13.55,4,4.2,1585.03,7,14280.79,Female,Unemployed,High School,Car,North,Single,2017,48,12/10/2017,0
44,57753.21,706,5995.75,38.29,4,,6483.14,0,15843.03,Male,Full-Time,High School,Car,South,Divorced,2015,24,16/01/2015,0
51,,524,9428.14,23.84,6,4.2,172371.54,6,16007.95,Male,Retired,Bachelor,Education,West,Single,2014,84,7/11/2014,1
38,66099.64,501,13053.06,16.25,4,,5717.53,4,23259.42,Female,Full-Time,Bachelor,Education,West,Married,2019,48,28/07/2019,0
47,44005.73,671,19001.69,59.39,2,4.2,2104.32,3,14139.18,Male,Retired,Master,Personal,East,,2015,60,28/06/2015,1
50,19726.26,538,91107.42,50.15,1,2.1,1028.56,0,3925.16,Male,Part-Time,,Personal,Central,Single,2017,36,21/07/2017,1
50,34332.42,721,41745.91,59.42,2,1,7840.22,1,,Male,Retired,,Home,North,Single,2018,48,17/09/2018,1
22,16323.62,700,2085.48,23.04,4,5.5,53623.39,4,3579.46,Male,Full-Time,,Medical,Central,Divorced,2018,36,21/02/2018,1
65,41108.77,703,14646.2,21.51,6,0.2,4067.68,0,12568.95,Female,Self-Employed,Bachelor,Personal,West,Married,2018,36,14/09/2018,0
36,17354.24,705,16916.47,15.31,0,2.4,674.62,0,5906.58,Male,Full-Time,Bachelor,Home,West,Married,2020,12,21/09/2020,0
21,40739.93,755,20068.83,11.39,1,4.4,2122.45,4,10466.38,Male,Full-Time,Bachelor,Personal,West,Married,2016,36,21/10/2016,0
66,22855.84,577,12444.91,13.03,0,5,1863.93,8,8937.29,Male,Full-Time,Master,Personal,North,,2022,12,2/01/2022,1
34,72314.96,607,5027.07,40.31,5,1.4,1405.84,3,16162.76,Female,Full-Time,Master,Personal,Central,Single,2017,84,10/06/2017,1
61,137159.27,656,5866.3,8.42,5,1.6,10868.23,5,50058.58,Male,Part-Time,Bachelor,Car,Central,Married,2012,36,20/11/2012,0
47,42762.93,664,17868.09,37.83,5,9.8,2766.62,5,9491.47,Non-Binary,Full-Time,Master,Personal,East,Single,2023,48,14/12/2023,0
46,28307.22,480,7446.46,36.7,2,9.4,2023.63,1,6454.2,Female,Full-Time,Bachelor,Business,West,Single,2018,36,12/09/2018,1
63,54444.18,501,38544.01,3.28,2,4.6,4256.99,5,15348.49,Female,Part-Time,,Home,Central,Single,2023,60,16/11/2023,1
70,54898.16,739,19211.63,73.99,6,13.8,,8,,Non-Binary,Full-Time,,Car,North,Divorced,2022,60,10/05/2022,1
23,85219.02,579,11374.29,11.7,1,3.7,3163.77,2,15073.3,Male,Full-Time,Bachelor,Business,West,Married,2020,60,3/11/2020,1
58,62418.43,728,18683.68,4.79,,5.8,20549.77,8,12359.58,Female,Unemployed,High School,Education,East,Married,2018,24,10/03/2018,0
54,28413.73,709,58394.1,32.77,1,3.2,349.14,0,11348.09,Female,Full-Time,Bachelor,Home,Central,Single,2019,84,18/01/2019,1
46,22796.74,750,6015.07,22.26,4,11.1,1954.71,2,3806.43,Female,Full-Time,Bachelor,Car,North,Married,2017,84,26/10/2017,0
66,33640.61,592,3778.86,39.24,1,,3035.07,5,6966.95,Female,Full-Time,Bachelor,Home,South,Married,2022,36,8/09/2022,0
63,,516,13527.15,29.47,2,0.8,1789.87,4,12386.02,Female,Full-Time,High School,Home,North,Married,2020,36,3/10/2020,0
70,106358.26,835,13845.74,14.24,6,6.3,1179.07,6,42152.49,Male,Self-Employed,Bachelor,Personal,South,Divorced,2024,24,2/06/2024,0
48,73888.33,531,1795.52,6.92,0,0.7,2500.29,9,23449.09,Female,Full-Time,,Personal,Central,Single,2021,60,5/05/2021,1
50,48344.8,786,39264.14,53.28,6,5.9,1786.38,3,10335.02,Female,Self-Employed,Bachelor,Home,Central,,2015,60,12/07/2015,1
38,39275.03,559,25925.02,50.88,1,1.7,14201.05,9,8920.26,Female,Full-Time,Master,Car,West,Single,2018,48,27/12/2018,1
40,132638.3,635,25079.97,41.36,1,9.4,1098.89,5,50916.8,Male,Full-Time,High School,Education,Central,Married,2017,36,21/04/2017,0
50,185299.07,615,20514.86,38.7,6,7,748.71,8,,Female,Part-Time,High School,Car,South,Single,2016,12,17/01/2016,0
35,20733.25,813,6624.38,12.09,5,1.1,7623.51,7,3478.22,Female,Full-Time,Bachelor,Home,East,Married,2024,36,11/01/2024,0
42,111015.93,844,17811.65,38.57,1,5,2163.81,0,38579.55,Female,Full-Time,High School,Home,North,Married,2024,84,9/03/2024,0
59,30612.55,590,15644.32,73.97,,0.8,3997.51,7,9828.46,Male,Full-Time,Master,Business,East,Widowed,2013,60,6/10/2013,1
48,112540.36,586,7083.67,9.92,1,0.2,428.73,3,31314.35,Male,Full-Time,,Personal,North,Married,2021,36,4/01/2021,1
71,77060.1,563,7070.63,45.32,2,4.1,456.73,6,17335.29,Male,Full-Time,,Education,West,Married,2017,84,16/11/2017,1
20,,765,11771.69,16.03,3,1.1,22872.31,9,10426.38,Male,Full-Time,Master,Business,West,Married,2020,48,18/06/2020,0
57,86406.73,632,9388.79,9.88,1,1.9,4969.49,8,30914.51,Female,Full-Time,High School,Personal,West,Married,2022,60,13/09/2022,1
63,47955.32,529,16751.78,8.15,2,2.9,7142.29,9,8249.34,Female,Full-Time,PhD,Home,Central,Married,2012,36,7/07/2012,1
67,,647,18343.76,35.95,2,4.3,21432.37,2,21561.46,Non-Binary,Full-Time,Bachelor,Home,South,Married,2015,60,10/05/2015,0
49,78846.42,798,18921.47,10.28,0,0.2,7046.65,9,17309.01,Male,Full-Time,Master,Home,North,Married,2017,12,10/12/2017,0
40,61009.12,555,4481.64,14.88,1,1.9,9474.13,8,15184.58,Female,Full-Time,High School,Home,South,Married,2023,48,4/05/2023,1
59,73940.72,687,21957.09,5.02,6,0.9,18301.63,5,15539.17,Female,Full-Time,High School,Car,East,Divorced,2023,36,19/01/2023,0
43,94669.89,687,10027.73,37.93,2,0.3,10998.36,6,18677.83,Male,Full-Time,Bachelor,Business,West,Single,2014,36,8/08/2014,0
34,64055.46,667,6813.84,38.55,3,4.5,4094.4,2,21784.69,Male,Part-Time,,Education,East,Single,2017,24,14/07/2017,0
57,22624.21,486,15749.91,46.52,2,1.5,3440.16,3,4967.28,Female,Full-Time,High School,Medical,West,Single,2018,36,7/09/2018,1
26,18476.99,679,11509.15,46.91,6,3.3,4269.55,0,4611.39,Male,Full-Time,Master,Business,East,Married,2014,36,24/02/2014,0
60,72297.87,749,40683.2,42.21,1,1.1,7336.48,2,13881.78,Male,Self-Employed,,Personal,East,Widowed,2015,60,8/08/2015,1
71,35197.68,657,11796.49,15.36,1,5.8,32569.42,9,8813.3,Male,Full-Time,,Business,West,Single,2018,60,18/04/2018,1
65,54065.85,570,17011.64,33.3,2,3.2,10084.58,6,19001.96,Female,Full-Time,High School,Car,South,Married,2023,12,5/03/2023,1
56,21237.55,462,11337.75,35.58,3,4.3,5180.21,7,3974.46,Female,Retired,Master,Car,North,Married,2010,84,25/12/2010,1
46,31749.95,718,16027.16,14.89,0,2.5,22869.52,0,6180.97,Female,Self-Employed,PhD,Home,South,Married,2020,24,21/02/2020,0
72,44740.2,640,33221.01,27.93,3,10.1,28916.14,4,16773.58,Male,Full-Time,Bachelor,Business,West,,2018,24,3/10/2018,0
43,,682,15547.54,58.01,2,0.7,4536.66,7,,Female,Full-Time,Master,Business,Central,Single,2022,48,18/06/2022,0
52,60397.64,650,15297.99,22.74,4,1.7,,9,16997.84,Female,Part-Time,Bachelor,Home,Central,Married,2018,60,11/07/2018,0
42,37499.48,663,9441.99,19.2,0,1.8,15563.01,9,8655.98,Female,Full-Time,PhD,Car,East,Married,2020,36,16/05/2020,0
41,50182.9,580,33153.46,52.41,1,14.1,9994.98,1,15085.97,Female,Full-Time,PhD,Home,South,Married,2019,60,6/07/2019,1
74,63914.26,722,29521.41,21.34,1,3.4,1308.63,4,11747.7,Female,Self-Employed,Bachelor,Home,West,Married,2013,48,7/10/2013,0
53,33355.2,558,12303.47,39.64,0,3.3,27830.36,6,5764.42,Male,Self-Employed,Master,Education,South,Single,2022,60,23/02/2022,1
62,9914.31,531,28080.45,19.25,1,7.2,7504.04,6,1815.57,Female,Self-Employed,Bachelor,Home,South,Married,2014,36,26/10/2014,0
37,38750.8,685,22487.61,27.19,6,1.8,19197.24,2,8527.1,Female,Self-Employed,High School,Medical,West,Married,2022,84,3/07/2022,0
18,26777.72,578,30346.65,41.38,4,5.1,,4,7370.34,Female,Part-Time,Bachelor,Personal,West,Married,2020,24,19/05/2020,1
25,36991.47,568,11992.25,61.69,4,8.9,305.37,9,7128.77,Female,Full-Time,PhD,Medical,East,Married,2012,84,17/03/2012,1
63,64876.02,616,9097.99,24.38,0,7.6,17144.69,7,11606.09,Female,Unemployed,Master,Education,South,Divorced,2023,48,16/05/2023,0
33,,663,9465.78,35.51,6,2.1,34031.65,4,18654.13,Male,Full-Time,Master,Home,South,Married,2014,36,2/08/2014,0
31,106273.11,691,33180.41,7.57,0,3,1613.44,4,39237.38,Female,Full-Time,Bachelor,Home,West,Married,2016,36,16/01/2016,0
68,26319.87,757,11049.5,9.88,4,,,6,,Female,Unemployed,Bachelor,Home,East,Divorced,2021,60,18/03/2021,0
32,23529.38,583,12747.87,28.99,0,6.5,9108.84,4,3961.69,Male,Part-Time,Master,Medical,West,Married,2017,60,5/12/2017,0
51,69053.23,655,11194.7,23.26,1,3,1280.02,9,19245.65,Male,Unemployed,PhD,Personal,South,Single,2017,84,6/02/2017,0
49,28803.07,561,35488.4,15.03,0,1.4,15546.13,8,6737.97,Male,Retired,High School,Car,East,,2020,24,6/10/2020,1
39,26780.35,690,16657.08,33.22,5,5.6,10753.02,9,5268.13,Female,Full-Time,Bachelor,Car,East,Married,2022,36,23/12/2022,0
68,48361.16,797,10535.49,17.04,5,,3272.99,1,14796.49,Male,Full-Time,High School,Home,West,Married,2018,24,13/07/2018,0
42,51060.52,625,17458.96,24.16,0,3.1,,1,14718.8,Male,Part-Time,Master,Home,Central,,2022,84,28/01/2022,0
39,17699.69,741,17747.27,51.34,6,14.6,5093.45,6,,Female,Full-Time,Master,Home,South,,2022,60,27/02/2022,1
69,116366.31,583,25198.09,26.17,5,7.8,7347.34,9,30493.72,Male,Full-Time,Master,Home,East,Single,2021,48,26/02/2021,0
32,38723.61,676,3312.14,13.75,0,21.6,12703.39,8,7576.38,Male,Part-Time,High School,Personal,Central,Widowed,2015,60,28/01/2015,0
71,54166.54,562,5192.5,30.09,6,6.3,3482.51,3,18356.95,Male,Full-Time,High School,Home,South,Married,2024,60,2/08/2024,0
60,14237.77,561,8889.5,36.03,3,3.2,1544.66,2,3971.16,Male,Part-Time,PhD,Business,West,Married,2022,24,21/11/2022,1
54,131408.55,519,7337.59,22.66,6,10.1,4888.8,9,30365.23,Female,Self-Employed,Bachelor,Personal,South,Single,2023,36,22/05/2023,0
50,40488.65,780,41762.92,30.63,0,3.1,441.26,4,8801.25,Male,Part-Time,Bachelor,Home,South,Single,2019,84,26/06/2019,0
25,38566.23,813,2943.5,27.3,3,1.1,3015.7,6,6975.13,Female,Part-Time,Bachelor,Car,West,Single,2017,60,11/08/2017,0
70,74147.19,765,11429.64,9.93,5,2.1,1764.77,3,15785.26,Male,Full-Time,Bachelor,Education,South,Single,2016,84,25/01/2016,0
61,51584.83,761,30570.94,12.73,6,1.1,1479.57,3,11605.51,Female,Full-Time,Master,Home,East,Married,2012,60,26/09/2012,1
61,54105.9,532,10560.86,18.02,3,7.2,776.27,0,9672.49,Female,Retired,Master,Business,East,Single,2018,36,6/08/2018,0
56,45477.55,732,8279.55,31.9,6,1.2,12282.62,4,11575.46,Female,Unemployed,Bachelor,Education,North,,2017,84,10/03/2017,0
21,24982.34,596,3239.38,63.66,0,0.1,,6,5091.24,Non-Binary,Part-Time,Master,Education,Central,Married,2010,48,22/09/2010,1
23,102171.02,645,6552.55,63.44,1,2,6305.25,1,17828.58,Female,Full-Time,High School,Business,South,Single,2020,36,15/02/2020,1
49,35651.68,677,7660.37,36.89,4,32.8,4712.84,2,10333.68,Male,Self-Employed,,Personal,South,Single,2023,60,17/11/2023,1
69,56299.91,850,33171.4,27.67,0,8.3,,2,14232.93,Male,Full-Time,Bachelor,Business,South,Single,2013,48,2/08/2013,0
47,22388.86,759,8485.33,27.2,0,2.6,392.45,7,3954.07,Male,Part-Time,Master,Personal,East,Married,2010,36,2/11/2010,0
64,56588.42,667,4987.47,22.92,2,1.5,6392.75,6,22610.94,Female,Self-Employed,Bachelor,Medical,East,,2021,84,15/03/2021,0
52,86554.91,544,24344.11,30.41,5,3,1800.95,7,14689.89,Female,Self-Employed,High School,Home,South,Divorced,2015,84,9/07/2015,0
72,126492.99,532,7340.4,38.14,1,21.5,23902.24,5,31878.7,Female,Full-Time,Master,Education,East,Married,2022,60,4/12/2022,1
57,76426.81,696,28467.77,39.31,6,6.8,6505.29,1,17560.5,Female,Self-Employed,Master,Business,North,,2020,60,15/03/2020,0
69,93322.24,589,16973.22,14.69,6,12.5,78070.93,7,21977.14,Female,Full-Time,High School,Home,West,Married,2019,84,16/06/2019,0
33,33399.02,659,49491.78,18.51,0,0.4,10401.59,9,,Male,Full-Time,Bachelor,Business,East,Married,2018,60,23/11/2018,1
30,80436.36,519,5968.43,45.78,6,,8750.49,5,24336.06,Male,Retired,,Education,North,Married,2020,24,3/03/2020,1
67,43709.91,613,38348.44,22.5,2,2.2,,5,7438.58,Female,Retired,PhD,Car,South,Single,2013,60,25/02/2013,1
59,98288.78,612,7931.44,35.15,5,4.6,2003.59,2,34353.94,Male,Full-Time,,Car,West,Single,2021,60,6/07/2021,0
73,30932.34,619,25076.12,18.97,4,3.5,28570.51,5,6363.58,Male,Retired,,Personal,North,Married,2023,36,21/09/2023,1
36,50198.83,652,9331.28,27.07,0,,842.76,0,,Female,Unemployed,High School,Car,South,Divorced,2020,48,8/04/2020,0
54,17919.24,678,18076.32,42.56,3,0.6,4255.99,0,,Male,Full-Time,High School,Business,Central,Single,2018,36,12/04/2018,0
43,58414.28,544,17784.97,42.14,3,0.6,8437.46,1,11872.18,Female,Full-Time,Master,Home,East,Widowed,2018,36,8/11/2018,1
70,40376.55,661,15052.9,23.05,4,0.7,10184.63,0,12827.35,Male,Full-Time,Master,Home,West,Single,2023,60,26/09/2023,0
40,24651.37,663,4050.87,3.5,,0.7,7097.94,5,8310.72,Male,Full-Time,Bachelor,Car,South,Married,2020,24,2/05/2020,0
26,47997.27,721,12077.72,53.38,0,2,6623.44,3,10392.55,Male,Full-Time,Master,Medical,East,Widowed,2020,36,13/02/2020,0
29,57512.41,665,13121.41,13.19,0,6.6,7443.45,0,11924.77,Female,Retired,High School,Business,South,Single,2023,36,28/06/2023,0
70,102449.36,582,6935.05,16.27,3,26.3,1703.92,7,25986.67,Male,Full-Time,PhD,Personal,Central,Married,2012,60,5/06/2012,0
18,16128.64,732,33379.23,32.63,3,1.8,1468.28,2,4497.28,Female,Full-Time,High School,Education,East,Married,2014,24,5/12/2014,1
